Time,Longitude,Latitude,AccelX,AccelY,AccelZ,OrientX,OrientY,OrientZ,MagneticX,MagneticY,MagneticZ,Bearing,Speed,gpsAccuracy,Entropy
1299446990968,-71.11457062,42.35105133,-0.926184,-0.762739,9.91561,170.0,6.0,-5.0,-5.875,-28.875,13.3125,280.195,13.0096,3.0,1.0
1299446991174,-71.11457062,42.35105133,-0.926184,-0.762739,9.91561,170.0,5.0,-5.0,-7.125,-29.125,13.3125,280.195,13.0096,3.0,1.0
1299446991386,-71.11473083,42.35107040,-0.926184,-0.762739,9.91561,170.0,4.0,-5.0,-5.625,-28.125,11.5625,278.789,12.51,3.0,1.0
1299446991637,-71.11473083,42.35107040,-0.926184,-0.762739,9.91561,170.0,4.0,-5.0,-5.375,-28.125,11.8125,278.789,12.51,3.0,1.0
1299446991857,-71.11473083,42.35107040,-0.926184,-0.762739,9.91561,170.0,5.0,-5.0,-6.125,-28.125,13.3125,278.789,12.51,3.0,1.0
1299446992063,-71.11473083,42.35107040,-0.926184,-0.762739,9.91561,170.0,5.0,-5.0,-6.375,-27.375,13.0625,278.789,12.51,3.0,1.0
1299446992263,-71.11473083,42.35107040,-0.926184,-0.762739,9.91561,170.0,5.0,-4.0,-5.875,-27.375,11.8125,278.789,12.51,3.0,1.0
1299446992705,-71.11487579,42.35108948,-0.926184,-0.762739,9.91561,170.0,4.0,-3.0,-6.625,-28.375,12.3125,278.789,11.7606,3.0,1.0
1299446992913,-71.11487579,42.35108948,-0.926184,-0.762739,9.91561,170.0,5.0,-3.0,-5.375,-27.625,11.3125,278.789,11.7606,3.0,1.0
1299446993117,-71.11487579,42.35108948,-0.612916,-2.26098,10.9235,172.0,12.0,-3.0,-4.875,-26.3125,12.5625,278.789,11.7606,3.0,0.76499
1299446993325,-71.11487579,42.35108948,-0.694638,-1.07601,9.72493,163.0,6.0,-4.0,-10.6875,-28.125,21.4375,278.789,11.7606,3.0,0.770941
1299446993536,-71.11502075,42.35110474,-0.694638,-1.07601,9.72493,164.0,6.0,-6.0,-8.6875,-28.375,18.125,279.141,11.75,3.0,0.740316
1299446993942,-71.11502075,42.35110474,-0.694638,-1.07601,9.72493,171.0,6.0,-12.0,-7.375,-27.875,19.1875,279.141,11.75,3.0,0.724386
1299446994157,-71.11502075,42.35110474,-0.694638,-1.07601,9.72493,173.0,6.0,-12.0,-6.125,-28.375,19.4375,279.141,11.75,3.0,0.696412
1299446994385,-71.11515808,42.35112000,-2.26098,-1.37566,10.5013,174.0,6.0,-13.0,-7.375,-28.375,17.875,279.844,11.25,3.0,0.761248
1299446994597,-71.11515808,42.35112000,-2.26098,-1.37566,10.5013,174.0,5.0,-13.0,-7.125,-27.375,19.4375,279.844,11.25,3.0,0.778988
1299446994888,-71.11515808,42.35112000,-2.26098,-1.37566,10.5013,174.0,5.0,-14.0,-6.875,-27.875,18.125,279.844,11.25,3.0,0.79583
1299446995070,-71.11515808,42.35112000,-2.26098,-1.37566,10.5013,174.0,6.0,-13.0,-7.125,-28.375,18.125,279.844,11.25,3.0,0.81186
1299446995285,-71.11515808,42.35112000,-2.26098,-1.37566,10.5013,174.0,5.0,-13.0,-6.625,-28.375,19.9375,279.844,11.25,3.0,0.827151
1299446995694,-71.11526489,42.35114288,-2.26098,-1.37566,10.5013,175.0,6.0,-12.0,-7.375,-28.375,17.625,280.898,9.75,3.0,0.841767
1299446995897,-71.11526489,42.35114288,-2.26098,-1.37566,10.5013,175.0,5.0,-11.0,-6.625,-29.125,18.9375,280.898,9.75,3.0,0.855766
1299446996103,-71.11526489,42.35114288,-2.26098,-1.37566,10.5013,175.0,5.0,-10.0,-7.125,-28.375,18.375,280.898,9.75,3.0,0.860042
1299447001988,-71.11545563,42.35116196,-2.15201,-0.885323,10.3787,169.0,3.0,-1.0,-6.625,-28.375,20.1875,301.992,-1.0,4.0,1.0
1299447006013,-71.11544800,42.35114670,-2.15201,-0.885323,10.3787,169.0,3.0,-2.0,-6.125,-29.375,19.9375,301.992,-1.0,4.0,1.0
1299447010057,-71.11544800,42.35114288,-2.15201,-0.885323,10.3787,169.0,3.0,-2.0,-6.625,-30.9375,20.9375,301.992,-1.0,4.0,1.0
1299447014088,-71.11544800,42.35113144,-2.15201,-0.885323,10.3787,166.0,3.0,-1.0,-6.375,-24.8125,23.5,301.992,-1.0,4.0,1.0
1299447022217,-71.11544800,42.35112381,-2.15201,-0.885323,10.3787,170.0,3.0,-1.0,-4.5625,-27.875,14.3125,301.992,-1.0,6.0,1.0
1299447026248,-71.11547089,42.35109711,-2.15201,-0.885323,10.3787,171.0,3.0,1.0,-5.125,-29.625,12.3125,301.992,0.25,4.0,1.0
1299447030131,-71.11557770,42.35109711,-2.15201,-0.885323,10.3787,171.0,4.0,-3.0,-5.875,-28.875,11.8125,280.547,3.25,4.0,1.0
1299447034227,-71.11579132,42.35115051,-0.762739,1.37566,10.5285,138.0,-7.0,-5.0,-28.8125,-24.8125,17.875,271.406,4.25,3.0,0.982993
1299447044947,-71.11464691,42.35088348,-0.721878,-0.272407,10.692,76.0,2.0,-5.0,-25.25,4.4375,12.5625,99.1406,14.25,4.0,0.964127
1299447046207,-71.11447144,42.35086441,-0.721878,-0.272407,10.692,79.0,1.0,-3.0,-22.1875,4.1875,18.125,99.8438,14.2588,4.0,0.962502
1299447054347,-71.11313629,42.35070038,-0.653777,-0.463092,10.5285,81.0,3.0,-3.0,-24.75,2.4375,11.5625,99.4922,13.5,4.0,0.967739
1299447062418,-71.11203766,42.35052490,-0.653777,-0.463092,10.5285,85.0,-2.0,-2.0,-27.0625,3.6875,12.5625,105.469,7.25,3.0,1.0
1299447066438,-71.11169434,42.35046005,-0.653777,-0.463092,10.5285,75.0,-1.0,-4.0,-20.9375,6.25,13.0625,101.25,8.0,3.0,1.0
1299447069940,-71.11123657,42.35040283,-2.64235,0.313268,10.1472,139.0,12.0,-9.0,-27.3125,-29.125,14.0625,99.8438,7.5,3.0,0.970577
1299447070092,-71.11123657,42.35040283,-2.64235,0.313268,10.1472,153.0,14.0,-9.0,-15.5625,-27.625,1.625,99.8438,7.5,3.0,0.970269
1299447070391,-71.11123657,42.35040283,-2.64235,0.313268,10.1472,137.0,16.0,-4.0,-24.75,-24.8125,2.9375,99.8438,7.5,3.0,0.969963
1299447070608,-71.11115265,42.35039139,-2.64235,0.313268,10.1472,128.0,12.0,-5.0,-31.625,-21.25,5.1875,101.25,6.75,3.0,0.971031
1299447070811,-71.11115265,42.35039139,-2.64235,0.313268,10.1472,114.0,15.0,-4.0,-26.0,-12.875,15.625,101.25,6.75,3.0,0.970759
1299447071028,-71.11115265,42.35039139,-2.64235,0.313268,10.1472,111.0,16.0,-1.0,-19.125,-12.625,14.875,101.25,6.75,3.0,0.970491
1299447071207,-71.11115265,42.35039139,-2.64235,0.313268,10.1472,114.0,16.0,4.0,-19.625,-8.0,-1.625,101.25,6.75,3.0,0.970225
1299447071398,-71.11110687,42.35035706,-2.64235,0.313268,10.1472,98.0,16.0,4.0,-34.4375,-2.4375,1.125,122.695,5.34439,3.0,0.975041
1299447071638,-71.11110687,42.35035706,-2.64235,0.313268,10.1472,99.0,20.0,6.0,-38.5,-6.5,-1.625,122.695,5.34439,3.0,1.0
1299447071789,-71.11110687,42.35035706,-2.64235,0.313268,10.1472,99.0,17.0,5.0,-41.8125,-9.8125,10.25,122.695,5.34439,3.0,1.0
1299447072048,-71.11110687,42.35035706,0.762739,-3.63663,10.9508,109.0,24.0,5.0,-29.875,-18.1875,6.75,122.695,5.34439,3.0,0.974778
1299447072254,-71.11110687,42.35035706,0.994285,-3.90904,9.76579,147.0,19.0,6.0,-26.0,-27.625,-18.125,122.695,5.34439,3.0,0.976862
1299447072497,-71.11106110,42.35031891,0.994285,-3.90904,9.76579,132.0,22.0,7.0,-19.375,-22.0,-1.125,138.164,5.52268,3.0,0.977196
1299447072696,-71.11106110,42.35031891,0.994285,-2.68321,11.373,132.0,13.0,5.0,-27.3125,-11.5625,-28.5625,138.164,5.52268,3.0,0.963962
1299447072907,-71.11106110,42.35031891,1.22583,-1.98857,11.1414,95.0,14.0,4.0,-60.6875,0.375,-9.5,138.164,5.52268,3.0,0.956254
1299447073117,-71.11106110,42.35031891,0.953424,0.313268,9.65683,98.0,-2.0,6.0,-54.875,-10.3125,-0.375,138.164,5.52268,3.0,0.939879
1299447073323,-71.11106110,42.35031891,0.912563,-0.340509,10.6103,104.0,2.0,5.0,-43.125,-12.875,1.125,138.164,5.52268,3.0,0.94021
1299447073587,-71.11103058,42.35026550,0.912563,-0.340509,10.6103,104.0,1.0,5.0,-46.4375,-12.875,-1.375,156.094,6.25,3.0,0.941791
1299447073797,-71.11103058,42.35026550,0.912563,-0.340509,10.6103,104.0,-1.0,5.0,-47.9375,-13.125,5.1875,156.094,6.25,3.0,0.942581
1299447074007,-71.11103058,42.35026550,0.912563,-0.340509,10.6103,104.0,-5.0,4.0,-46.4375,-13.125,9.75,156.094,6.25,3.0,0.94337
1299447074224,-71.11103058,42.35026550,0.912563,-0.340509,10.6103,107.0,-7.0,2.0,-38.75,-12.875,14.0625,156.094,6.25,3.0,0.94416
1299447074350,-71.11103058,42.35026550,0.272407,1.6072,10.6103,109.0,-9.0,1.0,-38.75,-13.875,10.0,156.094,6.25,3.0,0.940821
1299447074643,-71.11101532,42.35019302,0.38137,1.56634,9.61597,110.0,-7.0,2.0,-38.25,-14.875,7.5,166.289,7.75,3.0,0.930063
1299447074858,-71.11101532,42.35019302,0.190685,1.37566,10.7601,110.0,-7.0,1.0,-38.0,-13.875,8.0,166.289,7.75,3.0,0.931304
1299447075067,-71.11101532,42.35019302,0.190685,1.37566,10.7601,110.0,-7.0,1.0,-37.0,-14.375,7.75,166.289,7.75,3.0,0.930533
1299447075267,-71.11101532,42.35019302,0.190685,1.37566,10.7601,110.0,-9.0,-1.0,-37.5,-14.875,8.0,166.289,7.75,3.0,0.93138
1299447075488,-71.11099243,42.35010147,0.190685,1.37566,10.7601,110.0,-9.0,-1.0,-36.5,-13.125,8.25,168.047,8.75,3.0,0.929255
1299447075907,-71.11099243,42.35010147,0.190685,1.37566,10.7601,110.0,-10.0,-1.0,-36.5,-13.125,7.75,168.047,8.75,3.0,0.93075
1299447076117,-71.11099243,42.35010147,0.190685,1.37566,10.7601,110.0,-9.0,-1.0,-36.75,-13.625,7.75,168.047,8.75,3.0,0.950836
1299447078539,-71.11075592,42.34983826,-0.313268,2.60149,10.6511,106.0,-2.0,2.0,-32.375,-7.25,7.0,136.758,11.75,3.0,0.961
1299447082652,-71.11021423,42.34950638,0.108963,0.190685,9.91561,101.0,2.0,-7.0,-31.875,-7.0,13.3125,127.617,13.75,4.0,1.0
1299447086608,-71.10979462,42.34926987,-2.4108,-0.299648,10.5285,102.0,-4.0,-6.0,-30.375,-6.25,13.3125,126.562,9.0,3.0,1.0
1299447090598,-71.10944366,42.34924698,-1.72978,2.4108,10.4604,75.0,-4.0,-12.0,-8.9375,2.9375,18.625,68.2031,7.01783,3.0,0.97592
1299447094517,-71.10929871,42.34938049,1.18497,0.8036,10.1063,325.0,-1.0,7.0,9.375,18.875,-14.75,10.5469,4.5,2.0,0.936247
1299447098627,-71.10933685,42.34966278,-0.653777,-0.531194,9.69769,309.0,2.0,-4.0,20.875,15.3125,6.0625,354.727,7.75,3.0,0.929647
1299447102774,-71.10935974,42.35001373,-1.14411,-0.531194,10.6511,289.0,-1.0,-10.0,20.625,9.5,12.1875,355.078,9.51315,3.0,0.925037
1299447106858,-71.10951233,42.35028839,-0.885323,1.64806,10.692,276.0,-6.0,-6.0,19.0625,1.0625,-1.25,326.602,9.0,2.0,0.954914
1299447108010,-71.10958099,42.35035706,0.231546,2.72407,11.4956,208.0,-13.0,1.0,6.5625,-11.625,2.0,322.383,9.0,2.0,0.916863
1299447108243,-71.10958099,42.35035706,0.108963,2.02943,10.5285,208.0,-10.0,2.0,8.125,-13.9375,3.0625,322.383,9.0,2.0,0.91933
1299447108511,-71.10958099,42.35035706,0.0,2.07029,10.6103,195.0,-11.0,-1.0,3.5,-17.75,5.8125,322.383,9.0,2.0,0.908923
1299447108727,-71.10964966,42.35041809,0.0,2.07029,10.6103,239.0,-11.0,-1.0,17.3125,-7.3125,6.625,314.297,9.25,2.0,0.91723
1299447108947,-71.10964966,42.35041809,0.0,2.07029,10.6103,249.0,-10.0,-1.0,14.25,-4.5,4.3125,314.297,9.25,2.0,0.921296
1299447109158,-71.10964966,42.35041809,0.0,2.07029,10.6103,251.0,-11.0,-1.0,10.875,-3.75,4.0625,314.297,9.25,2.0,0.918958
1299447109398,-71.10964966,42.35041809,0.0,2.07029,10.6103,241.0,-10.0,-1.0,9.875,-5.5625,3.8125,314.297,9.25,2.0,0.923222
1299447109645,-71.10974884,42.35046005,0.0,2.07029,10.6103,241.0,-10.0,-1.0,13.4375,-6.0625,1.5,307.617,9.25,2.0,0.915783
1299447109848,-71.10974884,42.35046005,0.0,2.07029,10.6103,243.0,-10.0,-1.0,9.625,-5.25,-0.25,307.617,9.25,2.0,0.909884
1299447110076,-71.10974884,42.35046005,0.0,2.07029,10.6103,221.0,-9.0,-1.0,6.5625,-9.125,-1.5,307.617,9.25,2.0,0.920939
1299447110287,-71.10974884,42.35046005,-0.503953,0.994285,11.0733,211.0,-5.0,-3.0,4.8125,-8.0625,-0.75,307.617,9.25,2.0,0.905572
1299447110518,-71.10986328,42.35048676,-0.612916,1.11687,11.1414,220.0,-6.0,-3.0,7.5625,-7.3125,-1.0,296.016,9.5,2.0,0.897166
1299447110737,-71.10986328,42.35048676,-0.762739,0.926184,10.1063,225.0,-5.0,-4.0,6.8125,-6.3125,-2.5625,296.016,9.5,2.0,0.90993
1299447110938,-71.10986328,42.35048676,-0.694638,1.22583,9.08477,227.0,-14.0,-8.0,5.3125,-5.0,-4.0625,296.016,9.5,2.0,0.915328
1299447111158,-71.10986328,42.35048676,-0.844462,-0.0817221,11.4139,236.0,-1.0,-4.0,4.5,-2.75,-5.0625,296.016,9.5,2.0,0.905529
1299447111375,-71.10986328,42.35048676,-0.531194,0.040861,10.5285,250.0,-1.0,-3.0,3.5,-0.9375,2.0,296.016,9.5,2.0,0.918616
1299447111578,-71.10999298,42.35048676,-0.653777,0.463092,11.2232,260.0,-2.0,-3.0,11.1875,-2.75,-5.3125,281.602,10.0,2.0,0.920861
1299447111787,-71.10999298,42.35048676,-0.531194,0.463092,10.188,236.0,1.0,-4.0,8.125,-4.75,1.75,281.602,10.0,2.0,0.918505
1299447111997,-71.10999298,42.35048676,-0.531194,0.463092,10.188,250.0,1.0,-4.0,18.8125,-7.5625,-7.875,281.602,10.0,2.0,0.915834
1299447112259,-71.10999298,42.35048676,-0.531194,0.463092,10.188,209.0,1.0,-4.0,5.5625,-10.125,-16.75,281.602,10.0,2.0,0.913158
1299447112474,-71.11010742,42.35049438,-0.531194,0.463092,10.188,210.0,2.0,-4.0,3.75,-3.75,-1.5,277.734,9.5,2.0,0.910479
1299447112687,-71.11010742,42.35049438,-0.531194,0.463092,10.188,271.0,1.0,-4.0,23.9375,0.8125,-4.3125,277.734,9.5,2.0,0.907799
1299447112898,-71.11010742,42.35049438,-0.531194,0.463092,10.188,261.0,2.0,-4.0,9.125,-0.6875,-15.5,277.734,9.5,2.0,0.905119
1299447113098,-71.11010742,42.35049438,-0.531194,0.463092,10.188,315.0,4.0,-5.0,7.0625,7.1875,-6.0625,277.734,9.5,2.0,0.91499
1299447113307,-71.11021423,42.35050201,-0.531194,0.463092,10.188,291.0,3.0,-6.0,19.0625,6.1875,-16.5,277.734,9.0,2.0,0.916975
1299447113514,-71.11021423,42.35050201,-0.531194,0.463092,10.188,245.0,3.0,-6.0,8.125,-1.6875,-28.9375,277.734,9.0,2.0,0.911258
1299447113857,-71.11021423,42.35050201,-0.531194,0.463092,10.188,29.0,3.0,-7.0,0.6875,6.6875,-15.5,277.734,9.0,2.0,0.905989
1299447114118,-71.11021423,42.35050201,-0.531194,0.463092,10.188,312.0,2.0,-7.0,14.75,11.75,-19.5625,277.734,9.0,2.0,0.929772
1299447114918,-71.11031342,42.35052109,-0.531194,0.463092,10.188,223.0,3.0,-10.0,17.5625,-4.5,-75.125,278.438,8.5,2.0,1.0
1299447122977,-71.11064911,42.35056305,-1.68892,-0.340509,9.76579,274.0,2.0,-3.0,9.625,0.5625,10.375,279.492,-1.0,2.0,1.0
1299447127007,-71.11064911,42.35056686,-1.68892,-0.340509,9.76579,268.0,2.0,-3.0,8.625,-0.6875,7.125,279.492,-1.0,2.0,1.0
1299447130917,-71.11064911,42.35056686,-1.68892,-0.340509,9.76579,275.0,2.0,-3.0,9.625,0.0625,8.125,279.492,-1.0,2.0,1.0
1299447135027,-71.11064911,42.35056305,-1.68892,-0.340509,9.76579,283.0,2.0,-3.0,9.875,1.875,11.6875,279.492,-1.0,2.0,1.0
1299447139057,-71.11064911,42.35056305,-1.68892,-0.340509,9.76579,284.0,2.0,-3.0,9.375,2.125,3.0625,279.492,-1.0,2.0,1.0
1299447143077,-71.11064911,42.35056305,-1.68892,-0.340509,9.76579,277.0,2.0,-3.0,9.875,1.0625,4.8125,279.492,-1.0,2.0,1.0
1299447147113,-71.11065674,42.35056686,2.68321,0.040861,10.6511,286.0,-1.0,12.0,8.375,3.125,-4.8125,279.492,1.0,2.0,0.810534
1299447151249,-71.11096954,42.35059357,0.694638,-0.149824,10.0382,321.0,-1.0,2.0,6.3125,7.6875,-1.0,278.086,9.0,2.0,0.930298
1299447155308,-71.11148834,42.35065460,0.0,-0.463092,10.1472,354.0,-1.0,-1.0,0.4375,16.875,1.75,279.844,11.75,2.0,0.934854
1299447156122,-71.11164093,42.35067368,-0.149824,-0.299648,10.1063,341.0,2.0,-2.0,3.5,16.0625,23.375,279.844,12.0,2.0,0.945566
1299447156417,-71.11164093,42.35067368,-0.313268,-0.463092,9.00305,342.0,3.0,-2.0,3.25,16.875,23.875,279.844,12.0,2.0,0.946154
1299447156582,-71.11178589,42.35069275,-0.531194,-0.912563,10.0791,335.0,3.0,-4.0,2.5,4.625,18.0,279.141,12.5,2.0,0.945852
1299447156827,-71.11178589,42.35069275,-0.531194,-0.912563,10.0791,252.0,3.0,-3.0,11.4375,-6.0625,12.9375,279.141,12.5,2.0,0.944162
1299447157037,-71.11178589,42.35069275,-0.531194,-0.912563,10.0791,205.0,3.0,-3.0,4.5,-14.6875,2.0,279.141,12.5,2.0,0.942487
1299447157278,-71.11178589,42.35069275,-0.531194,-0.912563,10.0791,26.0,3.0,-3.0,-0.3125,5.4375,17.75,279.141,12.5,2.0,0.937578
1299447157525,-71.11193848,42.35071182,-0.531194,-0.912563,10.0791,257.0,5.0,-3.0,16.0,-7.0625,10.375,278.789,12.5,2.0,0.944926
1299447157715,-71.11193848,42.35071182,-0.531194,-0.912563,10.0791,8.0,3.0,-4.0,1.1875,1.875,16.25,278.789,12.5,2.0,0.945335
1299447157948,-71.11193848,42.35071182,-0.531194,-0.912563,10.0791,289.0,4.0,-4.0,12.4375,4.625,9.375,278.789,12.5,2.0,0.945966
1299447158157,-71.11193848,42.35071182,-0.531194,-0.912563,10.0791,274.0,4.0,-3.0,13.6875,0.3125,-4.3125,278.789,12.5,2.0,0.945702
1299447158397,-71.11209106,42.35073471,-0.531194,-0.912563,10.0791,268.0,3.0,-4.0,11.1875,-0.6875,-9.125,279.844,12.51,2.0,0.945438
1299447158647,-71.11209106,42.35073471,-0.531194,-0.912563,10.0791,231.0,3.0,-3.0,6.3125,-5.8125,-4.8125,279.844,12.51,2.0,0.947438
1299447158853,-71.11209106,42.35073471,-0.503953,-0.531194,9.80665,253.0,3.0,-3.0,20.625,-4.75,-2.8125,279.844,12.51,2.0,0.9482
1299447159093,-71.11209106,42.35073471,-1.33479,-1.11687,11.4956,200.0,6.0,-7.0,4.0,-9.625,-16.5,279.844,12.51,2.0,0.900707
1299447159338,-71.11209106,42.35073471,-0.313268,-0.694638,13.2526,200.0,3.0,-1.0,4.0,-8.3125,-8.125,279.844,12.51,2.0,0.841094
1299447159500,-71.11209106,42.35073471,-0.340509,-0.653777,9.5751,203.0,4.0,-2.0,4.0,-7.8125,0.75,279.844,12.51,2.0,0.849101
1299447159742,-71.11224365,42.35074997,-0.422231,-0.38137,9.3027,233.0,2.0,-3.0,9.375,-5.5625,-1.0,279.844,12.75,2.0,0.853345
1299447159918,-71.11224365,42.35074997,-0.8036,-0.231546,10.2697,240.0,1.0,-3.0,7.0625,-4.0,-1.75,279.844,12.75,2.0,0.858062
1299447160156,-71.11224365,42.35074997,-0.8036,-0.231546,10.2697,242.0,3.0,-2.0,8.375,-4.0,1.75,279.844,12.75,2.0,0.859897
1299447160345,-71.11224365,42.35074997,-0.8036,-0.231546,10.2697,251.0,4.0,-2.0,7.5625,-2.25,0.75,279.844,12.75,2.0,0.861722
1299447160603,-71.11240387,42.35076523,-0.8036,-1.41652,11.6045,265.0,7.0,-4.0,10.625,-0.6875,4.0625,279.492,13.0,2.0,0.869312
1299447160813,-71.11240387,42.35076523,-0.844462,-0.953424,11.3049,263.0,5.0,-4.0,9.125,-2.0,1.75,279.492,13.0,2.0,0.878544
1299447161024,-71.11240387,42.35076523,-0.503953,-0.953424,10.1472,253.0,2.0,-2.0,8.875,-3.25,2.0,279.492,13.0,2.0,0.878884
1299447161229,-71.11240387,42.35076523,-0.503953,-0.953424,10.1472,252.0,3.0,-2.0,9.125,-2.25,0.5,279.492,13.0,2.0,0.879544
1299447161432,-71.11257172,42.35078812,-0.503953,-0.953424,10.1472,251.0,3.0,-2.0,7.875,-3.25,0.5,279.844,13.5093,2.0,0.880202
1299447161837,-71.11257172,42.35078812,-0.503953,-0.953424,10.1472,247.0,3.0,-2.0,8.125,-4.0,0.75,279.844,13.5093,2.0,0.877223
1299447162042,-71.11257172,42.35078812,-0.503953,-0.953424,10.1472,243.0,3.0,-2.0,6.5625,-4.0,1.5,279.844,13.5093,2.0,0.878153
1299447162253,-71.11257172,42.35078812,-0.503953,-0.953424,10.1472,247.0,5.0,-2.0,7.0625,-3.75,1.5,279.844,13.5093,2.0,0.887777
1299447163677,-71.11291504,42.35083008,-0.272407,-0.721878,9.3027,234.0,4.0,-3.0,5.8125,-5.0,0.75,279.844,14.5,2.0,0.916841
1299447165968,-71.11326599,42.35087967,-0.463092,-0.422231,10.188,233.0,3.0,-4.0,6.0625,-4.5,1.0,279.492,15.0083,2.0,0.940555
1299447166122,-71.11326599,42.35087967,-0.8036,-0.694638,11.1142,236.0,4.0,-4.0,6.5625,-4.5,1.25,279.492,15.0083,2.0,0.945704
1299447166491,-71.11326599,42.35087967,-0.463092,-0.762739,10.8418,232.0,6.0,-5.0,7.3125,-5.0,0.5,279.492,15.0083,2.0,0.931429
1299447166759,-71.11344910,42.35089874,-0.762739,-0.8036,9.65683,233.0,5.0,-5.0,7.3125,-6.5625,3.0625,279.492,14.75,2.0,0.910204
1299447166977,-71.11344910,42.35089874,-0.762739,-0.8036,9.65683,238.0,4.0,-5.0,6.8125,-5.0,1.5,279.492,14.75,2.0,0.898923
1299447167187,-71.11344910,42.35089874,-0.762739,-0.8036,9.65683,230.0,6.0,-5.0,7.0625,-7.0625,3.3125,279.492,14.75,2.0,0.883224
1299447167393,-71.11344910,42.35089874,-0.844462,-0.762739,10.5013,244.0,4.0,-5.0,8.625,-4.0,1.5,279.492,14.75,2.0,0.891957
1299447167607,-71.11362457,42.35092545,-0.844462,-0.762739,10.5013,240.0,3.0,-5.0,6.8125,-3.75,2.0,279.492,14.75,2.0,0.900303
1299447167838,-71.11362457,42.35092545,-1.07601,-0.040861,11.4956,260.0,-1.0,-5.0,9.875,-0.9375,0.75,279.492,14.75,2.0,0.898734
1299447168047,-71.11362457,42.35092545,-0.953424,-0.531194,10.8827,234.0,3.0,-5.0,8.125,-5.5625,2.0,279.492,14.75,2.0,0.891798
1299447168245,-71.11362457,42.35092545,-0.953424,-0.531194,10.8827,248.0,2.0,-4.0,6.8125,-3.0,-0.5,279.492,14.75,2.0,0.898115
1299447168458,-71.11380768,42.35094833,-0.313268,-0.503953,9.84751,246.0,3.0,-2.0,6.8125,-2.75,0.25,278.789,14.5086,2.0,0.890477
1299447168578,-71.11380768,42.35094833,-0.313268,-0.503953,9.84751,277.0,3.0,-2.0,6.0625,1.3125,-1.75,278.789,14.5086,2.0,0.877965
1299447168717,-71.11380768,42.35094833,-0.8036,-0.108963,11.6454,261.0,1.0,-4.0,5.0625,-1.4375,-0.25,278.789,14.5086,2.0,0.875284
1299447168927,-71.11380768,42.35094833,-0.531194,-0.912563,10.7192,252.0,5.0,-3.0,6.0625,-1.4375,-0.75,278.789,14.5086,2.0,0.879634
1299447169137,-71.11380768,42.35094833,-0.531194,-0.912563,10.7192,233.0,3.0,-4.0,3.0,-1.6875,0.5,278.789,14.5086,2.0,0.872455
1299447169348,-71.11380768,42.35094833,-0.531194,-0.340509,8.92133,249.0,2.0,-3.0,7.5625,-3.25,-3.8125,278.789,14.5086,2.0,0.893877
1299447169549,-71.11397552,42.35097504,-1.30755,-0.190685,13.1436,239.0,1.0,-6.0,3.5,-2.0,3.8125,278.438,14.5,2.0,0.890991
1299447169959,-71.11397552,42.35097504,-0.885323,-0.994285,9.72493,239.0,5.0,-4.0,6.0625,-3.25,-1.25,278.438,14.5,2.0,0.895223
1299447170164,-71.11397552,42.35097504,-0.885323,-0.994285,9.72493,240.0,5.0,-6.0,6.0625,-3.0,-1.0,278.438,14.5,2.0,0.892934
1299447170364,-71.11397552,42.35097504,-0.885323,-0.994285,9.72493,236.0,5.0,-5.0,5.5625,-3.75,-2.0,278.438,14.5,2.0,0.886201
1299447170568,-71.11415100,42.35099030,-0.885323,-0.994285,9.72493,236.0,3.0,-5.0,5.3125,-3.0,-1.75,278.438,14.5,2.0,0.872713
1299447170777,-71.11415100,42.35099030,-0.885323,-0.994285,9.72493,240.0,4.0,-5.0,5.5625,-2.75,-2.0,278.438,14.5,2.0,0.856519
1299447170978,-71.11415100,42.35099030,-0.885323,-0.994285,9.72493,243.0,4.0,-5.0,6.3125,-2.75,-2.3125,278.438,14.5,2.0,0.847711
1299447171187,-71.11415100,42.35099030,-0.885323,-0.994285,9.72493,244.0,3.0,-5.0,6.0625,-2.5,-2.3125,278.438,14.5,2.0,0.821584
1299447171393,-71.11415100,42.35099030,-0.994285,-0.531194,10.7601,245.0,3.0,-5.0,6.0625,-2.5,-3.3125,278.438,14.5,2.0,0.821108
1299447171606,-71.11431122,42.35101700,-0.994285,-0.531194,10.7601,249.0,3.0,-6.0,5.8125,-2.25,-0.5,279.141,13.5,2.0,0.850027
1299447171804,-71.11431122,42.35101700,-0.994285,-0.531194,10.7601,234.0,3.0,-6.0,3.0,-2.25,2.8125,279.141,13.5,2.0,0.856943
1299447175737,-71.11486816,42.35108948,-0.994285,-0.531194,10.7601,229.0,6.0,-14.0,3.5,-3.75,3.8125,278.789,9.76281,2.0,1.0
1299447179767,-71.11508942,42.35110855,-0.994285,-0.531194,10.7601,235.0,4.0,-8.0,2.75,-2.5,4.8125,279.141,1.5,3.0,1.0
1299447183839,-71.11510468,42.35111618,-0.994285,-0.531194,10.7601,221.0,4.0,-1.0,3.5,-4.75,6.625,292.5,-1.0,3.0,1.0
1299447187905,-71.11510468,42.35110855,-0.994285,-0.531194,10.7601,219.0,4.0,-1.0,3.5,-4.0,5.5625,292.5,-1.0,3.0,1.0
1299447195798,-71.11511230,42.35110855,-0.994285,-0.531194,10.7601,228.0,4.0,-1.0,3.75,-3.75,7.625,292.5,-1.0,6.0,1.0
1299447199964,-71.11510468,42.35110474,-0.994285,-0.531194,10.7601,217.0,4.0,-1.0,3.25,-5.25,4.5625,292.5,-1.0,4.0,1.0
